ACTIONDATE,ACTIONTYPE,CANDIDATEID,CONTACTID,CREATEDATE,JOBID,NOTEFIRST100CHARS,NOTEID,USERID,api_fromDate,api_toDate
2020-11-18 12:19:58.0,Sense - Consultant Care,12108174383265,,2020-11-18 12:19:58.0,,Sent email with the following details:<br /><b>Workflow name:</b> New Candidates (Pay Included)<br /,361948460,1410231,2020-11-18,2020-11-19
2020-11-18 12:19:57.0,Sense - Consultant Care,2271530,,2020-11-18 12:19:57.0,,Sent email with the following details:<br /><b>Workflow name:</b> New Candidates (No Pay Included)<b,361948457,1410231,2020-11-18,2020-11-19
2020-11-18 12:19:54.0,Sense - Consultant Care,5701980259315,,2020-11-18 12:19:54.0,,Sent email with the following details:<br /><b>Workflow name:</b> On Assignment<br /><b>Event name:<,361948451,1410231,2020-11-18,2020-11-19
2020-11-18 12:19:54.0,Sense - Consultant Care,12222241959342,,2020-11-18 12:19:54.0,,Sent email with the following details:<br /><b>Workflow name:</b> New Candidates (Pay Included)<br /,361948440,1410231,2020-11-18,2020-11-19
2020-11-18 12:19:52.0,Sense - Consultant Care,3955688877703,,2020-11-18 12:19:52.0,,Sent email with the following details:<br /><b>Workflow name:</b> New Candidates (Pay Included)<br /,361948434,1410231,2020-11-18,2020-11-19
2020-11-18 12:19:51.0,Sense - Consultant Care,12197219954070,,2020-11-18 12:19:51.0,,Sent email with the following details:<br /><b>Workflow name:</b> New Candidates (No Pay Included)<b,361948390,1410231,2020-11-18,2020-11-19
2020-11-18 12:19:49.0,Sense - Consultant Care,1641584833554,,2020-11-18 12:19:49.0,,Sent email with the following details:<br /><b>Workflow name:</b> New Candidates (No Pay Included)<b,361948382,1410231,2020-11-18,2020-11-19
2020-11-18 12:19:47.0,Sense - Consultant Care,7890755393269,,2020-11-18 12:19:47.0,,Sent email with the following details:<br /><b>Workflow name:</b> New Candidates (No Pay Included)<b,361948369,1410231,2020-11-18,2020-11-19
2020-11-18 12:19:45.0,Sense - Consultant Care,12217973340609,,2020-11-18 12:19:45.0,,Sent email with the following details:<br /><b>Workflow name:</b> New Candidates (No Pay Included)<b,361948363,1410231,2020-11-18,2020-11-19
2020-11-18 12:19:44.0,Sense - Consultant Care,12221809569702,,2020-11-18 12:19:44.0,,Sent email with the following details:<br /><b>Workflow name:</b> New Candidates (No Pay Included)<b,361948359,1410231,2020-11-18,2020-11-19
2020-11-18 12:19:43.0,Sense - Consultant Care,1458268713261,,2020-11-18 12:19:43.0,,Sent email with the following details:<br /><b>Workflow name:</b> New Candidates (Pay Included)<br /,361948351,1410231,2020-11-18,2020-11-19
2020-11-18 12:19:41.0,Sense - Consultant Care,3398127331846,,2020-11-18 12:19:41.0,,Sent email with the following details:<br /><b>Workflow name:</b> New Candidates (No Pay Included)<b,361948348,1410231,2020-11-18,2020-11-19
2020-11-18 12:19:40.0,Sense - Consultant Care,12218287241031,,2020-11-18 12:19:40.0,,Sent email with the following details:<br /><b>Workflow name:</b> New Candidates (Pay Included)<br /,361948338,1410231,2020-11-18,2020-11-19
2020-11-18 12:19:38.0,Sense - Consultant Care,5068563534225,,2020-11-18 12:19:38.0,,Sent email with the following details:<br /><b>Workflow name:</b> On Assignment<br /><b>Event name:<,361948321,1410231,2020-11-18,2020-11-19
2020-11-18 12:19:37.0,Sense - Consultant Care,9620454557062,,2020-11-18 12:19:37.0,,Sent email with the following details:<br /><b>Workflow name:</b> New Candidates (No Pay Included)<b,361948313,1410231,2020-11-18,2020-11-19
2020-11-18 12:19:35.0,Sense - Consultant Care,540991343791,,2020-11-18 12:19:35.0,,Sent email with the following details:<br /><b>Workflow name:</b> New Candidates (Pay Included)<br /,361948308,1410231,2020-11-18,2020-11-19
2020-11-18 12:19:33.0,Sense - Consultant Care,668739583126,,2020-11-18 12:19:33.0,,Sent email with the following details:<br /><b>Workflow name:</b> New Candidates (Pay Included)<br /,361948299,1410231,2020-11-18,2020-11-19
2020-11-18 12:19:33.0,Sense - Consultant Care,10817546243189,,2020-11-18 12:19:33.0,,Sent email with the following details:<br /><b>Workflow name:</b> New Candidates (Pay Included)<br /,361948290,1410231,2020-11-18,2020-11-19
2020-11-18 12:19:30.0,Sense - Consultant Care,1599681715580,,2020-11-18 12:19:30.0,,Sent email with the following details:<br /><b>Workflow name:</b> New Candidates (Pay Included)<br /,361948275,1410231,2020-11-18,2020-11-19
2020-11-18 12:19:30.0,Sense - Consultant Care,6211539070963,,2020-11-18 12:19:30.0,,Sent email with the following details:<br /><b>Workflow name:</b> New Candidates (No Pay Included)<b,361948280,1410231,2020-11-18,2020-11-19
2020-11-18 12:19:27.0,Sense - Consultant Care,4986937485121,,2020-11-18 12:19:27.0,,Sent email with the following details:<br /><b>Workflow name:</b> New Candidates (No Pay Included)<b,361948266,1410231,2020-11-18,2020-11-19
2020-11-18 12:19:25.0,Sense - Consultant Care,12203462150534,,2020-11-18 12:19:25.0,,Sent email with the following details:<br /><b>Workflow name:</b> New Candidates (Pay Included)<br /,361948258,1410231,2020-11-18,2020-11-19
2020-11-18 12:19:24.0,Sense - Consultant Care,3728771722583,,2020-11-18 12:19:24.0,,Sent email with the following details:<br /><b>Workflow name:</b> New Candidates (Pay Included)<br /,361948250,1410231,2020-11-18,2020-11-19
2020-11-18 12:19:22.0,Sense - Consultant Care,6898928964233,,2020-11-18 12:19:22.0,,Sent email with the following details:<br /><b>Workflow name:</b> New Candidates (No Pay Included)<b,361948235,1410231,2020-11-18,2020-11-19
2020-11-18 12:19:19.0,Sense - Consultant Care,8813298321915,,2020-11-18 12:19:19.0,,Sent email with the following details:<br /><b>Workflow name:</b> New Candidates (No Pay Included)<b,361948222,1410231,2020-11-18,2020-11-19
2020-11-18 12:19:17.0,Sense - Consultant Care,473508870823,,2020-11-18 12:19:17.0,,Sent email with the following details:<br /><b>Workflow name:</b> New Candidates (No Pay Included)<b,361948209,1410231,2020-11-18,2020-11-19
2020-11-18 11:35:18.0,Sense - Consultant Care,1741402,,2020-11-18 11:35:18.0,,Sent email with the following details:<br /><b>Workflow name:</b> New Candidates (No Pay Included)<b,361930432,1410231,2020-11-18,2020-11-19
2020-11-18 11:35:16.0,Sense - Consultant Care,6600326555545,,2020-11-18 11:35:16.0,,Sent email with the following details:<br /><b>Workflow name:</b> New Candidates (Pay Included)<br /,361930421,1410231,2020-11-18,2020-11-19
2020-11-18 11:35:15.0,Sense - Consultant Care,2297587,,2020-11-18 11:35:15.0,,Sent email with the following details:<br /><b>Workflow name:</b> New Candidates (Pay Included)<br /,361930405,1410231,2020-11-18,2020-11-19
2020-11-18 10:55:16.0,Sense - Consultant Care,125673234541,,2020-11-18 10:55:16.0,,"Received response to communication on 2020-11-18 09:39:05 CST, details below:<br /><b>Workflow name:",361912160,1410231,2020-11-18,2020-11-19
2020-11-18 10:30:54.0,Sense - Consultant Care,6870289829192,,2020-11-18 10:30:54.0,,Sent email with the following details:<br /><b>Workflow name:</b> New Candidates (No Pay Included)<b,361901342,1410231,2020-11-18,2020-11-19
2020-11-19 19:55:56.0,Text Message - Sent,3771043893100,,2020-11-19 19:55:56.0,,"They asked if you were still working, I said yes<br />From Terence Sanchez +17144655479 to Humam Sai",362310972,1409440,2020-11-18,2020-11-19
2020-11-19 19:55:54.0,Text Message - Sent,3771043893100,,2020-11-19 19:55:54.0,,"Hi Humam, Good afternoon. We're working on setting up that interview for next week.  <br />From Tere",362310949,1409440,2020-11-18,2020-11-19
2020-11-19 19:55:53.0,Text Message - Sent,11863125139741,,2020-11-19 19:55:53.0,,"Hi Sydney, sorry I missed your call was attending to the family. Not a problem at all, I look forwar",362310927,1460761,2020-11-18,2020-11-19
2020-11-19 19:34:23.0,Text Message - Sent,1515036393503,,2020-11-19 19:34:23.0,,"Hi Alonzo, good evening. I just left you a message regarding a LAMP Stack Developer. <br />From Tere",362310019,1409440,2020-11-18,2020-11-19
2020-11-19 19:25:42.0,Text Message - Sent,5628817667391,,2020-11-19 19:25:42.0,,Hi William wanted to see if you are free to chat before the day ends? <br />From Marsha Garcia +1714,362309375,1470277,2020-11-18,2020-11-19
2020-11-19 18:39:38.0,Text Message - Sent,12167015256560,,2020-11-19 18:39:38.0,,"You will get Offer letter by close of business on Monday, maybe sooner. I have to let him know if yo",362304961,1457446,2020-11-18,2020-11-19
2020-11-19 18:07:22.0,Text Message - Sent,12231423435134,,2020-11-19 18:07:22.0,,Hi Susmitha - it's Joni Benton with Genuent.  Just wanted to check...are you still with Travelport? ,362300558,1108886,2020-11-18,2020-11-19
2020-11-19 18:07:21.0,Text Message - Sent,10703943188778,,2020-11-19 18:07:21.0,,also i just realized i put 11/19 as the date of the interview on your confirmation. Sorry its tomorr,362300556,1424008,2020-11-18,2020-11-19
2020-11-19 18:07:19.0,Text Message - Sent,10703943188778,,2020-11-19 18:07:19.0,,"good luck!<br />From Rachel Yarbrough  +15125377810 to Zach Bagot +15717219873<br />Nov 19, 2020, 5:",362300553,1424008,2020-11-18,2020-11-19
2020-11-19 18:07:18.0,Text Message - Sent,10703943188778,,2020-11-19 18:07:18.0,,your welcome! I sent you a detailed confirmation with a little home work for tonight. You will be ca,362300547,1424008,2020-11-18,2020-11-19
2020-11-19 18:07:14.0,Text Message - Sent,12167015256560,,2020-11-19 18:07:14.0,,"<br />From Misti Tappe +19723129631 to Mike Hamilton +17347092051<br />Nov 19, 2020, 5:02:03 PM (tim",362300544,1457446,2020-11-18,2020-11-19
2020-11-19 18:07:13.0,Text Message - Sent,1372295844237,,2020-11-19 18:07:13.0,,I glad I found you on linkedin too. I'm not sure if he will send it directly to you or to us and we ,362300541,1457446,2020-11-18,2020-11-19
2020-11-19 18:07:07.0,Text Message - Sent,1372295844237,,2020-11-19 18:07:07.0,,Yes you both will be getting one<br />From Misti Tappe +19723129631 to Kealy Hughett +12144023773<br,362300526,1457446,2020-11-18,2020-11-19
2020-11-19 18:07:04.0,Text Message - Sent,1372295844237,,2020-11-19 18:07:04.0,,I am very happy for you!<br />From Misti Tappe +19723129631 to Kealy Hughett +12144023773<br />Nov 1,362300518,1457446,2020-11-18,2020-11-19
2020-11-19 18:06:59.0,Text Message - Sent,1372295844237,,2020-11-19 18:06:59.0,,Hoping to have it tomorrow. <br />From Misti Tappe +19723129631 to Kealy Hughett +12144023773<br />N,362300506,1457446,2020-11-18,2020-11-19
2020-11-19 17:57:47.0,Text Message - Sent,1372295844237,,2020-11-19 17:57:47.0,,Good news. An offer will be coming.<br />From Misti Tappe +19723129631 to Kealy Hughett +12144023773,362298937,1457446,2020-11-18,2020-11-19
2020-11-19 17:57:46.0,Text Message - Sent,12167015256560,,2020-11-19 17:57:46.0,,"Offer will be coming. <br />From Misti Tappe +19723129631 to Mike Hamilton +17347092051<br />Nov 19,",362298935,1457446,2020-11-18,2020-11-19
2020-11-19 17:57:45.0,Text Message - Sent,10703943188778,,2020-11-19 17:57:45.0,,"please confirm<br />From Rachel Yarbrough  +15125377810 to Zach Bagot +15717219873<br />Nov 19, 2020",362298929,1424008,2020-11-18,2020-11-19
2020-11-19 17:57:43.0,Text Message - Sent,10703943188778,,2020-11-19 17:57:43.0,,Got you scheduled for 10:30 AM tomorrow with Tieresse <br />From Rachel Yarbrough  +15125377810 to Z,362298925,1424008,2020-11-18,2020-11-19
2020-11-19 17:49:32.0,Text Message - Sent,10802362998703,,2020-11-19 17:49:32.0,,"Test<br />From Nick Castiglia +17135474387 to Ananth Samudrala +12282972341<br />Nov 19, 2020, 4:43:",362297186,1251538,2020-11-18,2020-11-19
2020-11-19 17:49:31.0,Text Message - Sent,11511721215154,,2020-11-19 17:49:31.0,,"You're the best, and I'm so happy for you and your success at McKesson, you deserve it!!<br />From N",362297185,1251538,2020-11-18,2020-11-19
2020-11-19 17:49:28.0,Text Message - Sent,2225691513939,,2020-11-19 17:49:28.0,,Did Sumit talk salary with you?<br />From Rachel Yarbrough  +15125377810 to Bhavin N Dave +163033676,362297177,1424008,2020-11-18,2020-11-19
2020-11-19 17:49:26.0,Text Message - Sent,11511721215154,,2020-11-19 17:49:26.0,,Thank you so much!!<br />From Nick Castiglia +17135474387 to Marlee Johnson +17175123137<br />Nov 19,362297170,1251538,2020-11-18,2020-11-19
2020-11-19 17:20:23.0,Text Message - Sent,1515036393503,,2020-11-19 17:20:23.0,,"Hi this is Michael with Genuent Staffing, I came across your profile and you seem to be a great fit ",362290966,1450333,2020-11-18,2020-11-19
2020-11-19 17:19:47.0,Text Message - Sent,473508870823,,2020-11-19 17:19:47.0,,this is Rachel by the way. <br />From Rachel Yarbrough  +15125377810 to Sunil Sodhi +19495454237<br ,362290796,1424008,2020-11-18,2020-11-19
2020-11-19 17:19:45.0,Text Message - Sent,473508870823,,2020-11-19 17:19:45.0,,HHS= Health and Human Services <br />From Rachel Yarbrough  +15125377810 to Sunil Sodhi +19495454237,362290789,1424008,2020-11-18,2020-11-19
2020-11-19 17:19:44.0,Text Message - Sent,473508870823,,2020-11-19 17:19:44.0,,so for HHS i am going to send over the R2R here in a moment. it will come from Docusign. Then i have,362290784,1424008,2020-11-18,2020-11-19
2020-11-19 17:06:08.0,Text Message - Sent,11511721215154,,2020-11-19 17:06:08.0,,Hey there! It's Nick. Just gave you a ring. Let me know when you're free!<br />From Nick Castiglia +,362287529,1251538,2020-11-18,2020-11-19
2020-11-19 16:50:49.0,Text Message - Sent,8312053429476,,2020-11-19 16:50:49.0,,"I'll let you know if they say! Otherwise, keep an eye out for the package :) <br />From Jordan Turne",362283408,1395257,2020-11-18,2020-11-19
2020-11-19 16:50:46.0,Text Message - Sent,8312053429476,,2020-11-19 16:50:46.0,,"Thank you! They did not say what the items are, but I will ask. Can you remember if there's anything",362283401,1395257,2020-11-18,2020-11-19
2020-11-19 16:50:39.0,Text Message - Sent,8312053429476,,2020-11-19 16:50:39.0,,Hi Viquar! This is Jordan with Genuent. Fiserv let us know that they still have some personal items ,362283367,1395257,2020-11-18,2020-11-19
2020-11-19 16:50:36.0,Text Message - Sent,3049134968037,,2020-11-19 16:50:36.0,,I will call you in about 10 minutes <br />From Taylor Kast +17135474406 to Raji Kannah +17139926942<,362283345,1440874,2020-11-18,2020-11-19
2020-11-19 16:50:34.0,Text Message - Sent,3049134968037,,2020-11-19 16:50:34.0,,"Yes ma'am <br />From Taylor Kast +17135474406 to Raji Kannah +17139926942<br />Nov 19, 2020, 3:46:03",362283341,1440874,2020-11-18,2020-11-19
2020-11-19 16:31:27.0,Text Message - Sent,2225691513939,,2020-11-19 16:31:27.0,,"oh will do <br />From Rachel Yarbrough  +15125377810 to Bhavin N Dave +16303367666<br />Nov 19, 2020",362274853,1424008,2020-11-18,2020-11-19
2020-11-19 16:21:48.0,Text Message - Sent,3049134968037,,2020-11-19 16:21:48.0,,"Hi Raji, this is Taylor with Genuent. Did you get a chance to take a look at the Big Data Engineer r",362271656,1440874,2020-11-18,2020-11-19
2020-11-19 16:12:55.0,Text Message - Sent,296618980242,,2020-11-19 16:12:55.0,,"sent<br />From Ashley Beatty +19725323653 to Sreenivas Sadhanala +17144702737<br />Nov 19, 2020, 3:0",362268570,1440691,2020-11-18,2020-11-19
2020-11-19 16:12:53.0,Text Message - Sent,12192476657899,,2020-11-19 16:12:53.0,,"no worries I just sent you the two roles (same company), let me know your thoughts<br />From Daniell",362268559,1445402,2020-11-18,2020-11-19
2020-11-19 16:12:47.0,Text Message - Sent,12192476657899,,2020-11-19 16:12:47.0,,sorry they have the developer but also a devops engineer that you could be a fit for<br />From Danie,362268536,1445402,2020-11-18,2020-11-19
2020-11-19 16:03:06.0,Text Message - Sent,12192476657899,,2020-11-19 16:03:06.0,,hey this is Danielle with Genuent. Is your email me@shawnconn.com? I might have another role for you,362264468,1445402,2020-11-18,2020-11-19
2020-11-19 16:00:12.0,Text Message - Sent,12227096576892,,2020-11-19 16:00:12.0,,"Hey emily, this is Danielle with Genuent. Please give me a call back<br />From Danielle Ahn +1714465",362263271,1422281,2020-11-18,2020-11-19
2020-11-19 16:00:09.0,Text Message - Sent,12167015256560,,2020-11-19 16:00:09.0,,Great! Let me follow up.<br />From Misti Tappe +19723129631 to Mike Hamilton +17347092051<br />Nov 1,362263244,1457446,2020-11-18,2020-11-19
2020-11-19 16:00:08.0,Text Message - Sent,2225691513939,,2020-11-19 16:00:08.0,,excellent to hear! <br />From Rachel Yarbrough  +15125377810 to Bhavin N Dave +16303367666<br />Nov ,362263237,1424008,2020-11-18,2020-11-19
2020-11-19 15:52:33.0,Text Message - Sent,9226398927901,,2020-11-19 15:52:33.0,,Hi Meerim. My name is Nicolle and I am recruiter with Genuent. I came across your resume on Dice. Ar,362259948,1422044,2020-11-18,2020-11-19
2020-11-19 15:52:31.0,Text Message - Sent,12099847015276,,2020-11-19 15:52:31.0,,Hi Akinai. I will have my colleague give you a call at 1:45 CST. This role will not stay open long.<,362259925,1422044,2020-11-18,2020-11-19
2020-11-19 15:52:28.0,Text Message - Sent,12099847015276,,2020-11-19 15:52:28.0,,Hi Akinai. My name is Nicolle and I am recruiter with Genuent. I came across your resume on Dice. Ar,362259915,1422044,2020-11-18,2020-11-19
2020-11-19 15:43:39.0,Text Message - Sent,6935095566434,,2020-11-19 15:43:39.0,,omg so sorry but the hiring manager isnt able to jump on a call anymore but they will give you all t,362256208,1440874,2020-11-18,2020-11-19
2020-11-19 15:43:37.0,Text Message - Sent,296618980242,,2020-11-19 15:43:37.0,,sure - what email do you prefer to use?<br />From Ashley Beatty +19725323653 to Sreenivas Sadhanala ,362256200,1440691,2020-11-18,2020-11-19
2020-11-19 15:31:05.0,Text Message - Sent,11126783422246,,2020-11-19 15:31:05.0,,"Hi Prashant, John Boyle with Genuent here.  Are you open to new Sr. Java dev roles in the Chicago ar",362251385,1440064,2020-11-18,2020-11-19
2020-11-19 15:31:03.0,Text Message - Sent,11843440037568,,2020-11-19 15:31:03.0,,"Hi, Michell. This is June from Genuent. I am reaching out to see if you are interested in a Tableau ",362251372,1447792,2020-11-18,2020-11-19
2020-11-19 15:31:02.0,Text Message - Sent,6935095566434,,2020-11-19 15:31:02.0,,What time frame works best for you? Are you free from 3-5? <br />From Taylor Kast +17135474406 to Ke,362251364,1440874,2020-11-18,2020-11-19
2020-11-19 15:25:22.0,Text Message - Sent,2019860941214,,2020-11-19 15:25:22.0,,"Hi Srinivasan, John Boyle with Genuent here.  Are you open to looking at new, Sr. Java dev roles in ",362248381,1440064,2020-11-18,2020-11-19
2020-11-19 15:20:08.0,Text Message - Sent,2508238,,2020-11-19 15:20:08.0,,"Hi Haresh,  John Boyle with Genuent here.  Are you open to new Sr Java Dev roles in the Chicago area",362246820,1440064,2020-11-18,2020-11-19
2020-11-19 15:20:06.0,Text Message - Sent,10942052748065,,2020-11-19 15:20:06.0,,"here is feedback from someone that completed the code :Coding challenge- 90 minutes - 7 parts, two j",362246806,1359813,2020-11-18,2020-11-19
2020-11-19 15:20:03.0,Text Message - Sent,12167015256560,,2020-11-19 15:20:03.0,,Let me know after you did<br />From Misti Tappe +19723129631 to Mike Hamilton +17347092051<br />Nov ,362246787,1457446,2020-11-18,2020-11-19
2020-11-19 15:19:59.0,Text Message - Sent,6935095566434,,2020-11-19 15:19:59.0,,"Hey Keairo, this is Taylor with Genuent. The hiring manager would like to jump on a quick video call",362246727,1440874,2020-11-18,2020-11-19
2020-11-19 15:08:06.0,Text Message - Sent,11944579912582,,2020-11-19 15:08:06.0,,Hey Erica this is Taylor with Genuent. The manager with Vroom would like to get on a quick video cal,362242282,1440874,2020-11-18,2020-11-19
2020-11-19 15:03:49.0,Text Message - Sent,12219353993703,,2020-11-19 15:03:49.0,,I just checked with her and she said she already has a commitment at that time. We'll just have to w,362241075,1419821,2020-11-18,2020-11-19
2020-11-19 14:56:18.0,Text Message - Sent,5772775936884,,2020-11-19 14:56:18.0,,"Hi Michael, I am Jan Wright from Genuent. Just checking with you if you are interested to apply on o",362238813,1451310,2020-11-18,2020-11-19
2020-11-19 14:56:16.0,Text Message - Sent,11510905866265,,2020-11-19 14:56:16.0,,Hi Abdumalik. My name is Nicolle and I am recruiter with Genuent. I came across your resume on Dice.,362238762,1422044,2020-11-18,2020-11-19
2020-11-19 14:56:14.0,Text Message - Sent,3520503973190,,2020-11-19 14:56:14.0,,Hi Vincent. I was calling just now in regard to a Service Desk Analyst opportunity that opened up. I,362238755,1440691,2020-11-18,2020-11-19
2020-11-19 14:56:11.0,Text Message - Sent,12156078096312,,2020-11-19 14:56:11.0,,If you ever run into any issues or cant get it in and its monday let me know we can figure out what ,362238744,1411444,2020-11-18,2020-11-19
2020-11-19 14:56:09.0,Text Message - Sent,12156078096312,,2020-11-19 14:56:09.0,,"yup!<br />From Caressa Nguyen +17144651179 to Shawn Nguyen +18582077422<br />Nov 19, 2020, 1:52:02 P",362238732,1411444,2020-11-18,2020-11-19
2020-11-19 14:56:08.0,Text Message - Sent,8960640769062,,2020-11-19 14:56:08.0,,"My pleasure :)<br />From Margot Parsons +17144655478 to Nicholas Shelton +14803351871<br />Nov 19, 2",362238712,1169137,2020-11-18,2020-11-19
2020-11-19 14:56:03.0,Text Message - Sent,12219353993703,,2020-11-19 14:56:03.0,,"So unfortunately, she is only available in the morning tomorrow, so we will just push it to after Th",362238540,1419821,2020-11-18,2020-11-19
2020-11-19 14:56:01.0,Text Message - Sent,8960640769062,,2020-11-19 14:56:01.0,,"Correct<br />From Margot Parsons +17144655478 to Nicholas Shelton +14803351871<br />Nov 19, 2020, 1:",362238482,1169137,2020-11-18,2020-11-19
2020-11-19 14:43:01.0,Text Message - Sent,3097459197181,,2020-11-19 14:43:01.0,,"Hey sorry to have missed your call.  I did reach out to the team, havent heard back yet though. Will",362233959,1169137,2020-11-18,2020-11-19
2020-11-19 14:42:59.0,Text Message - Sent,10978697557609,,2020-11-19 14:42:59.0,,Hi Mohammad. My name is Nicolle and I am recruiter with Genuent. I came across your resume on Dice. ,362233953,1422044,2020-11-18,2020-11-19
2020-11-19 14:42:58.0,Text Message - Sent,8960640769062,,2020-11-19 14:42:58.0,,"that was sent in error, you can ignore.  Only need to submit time in FG<br />From Margot Parsons +17",362233945,1169137,2020-11-18,2020-11-19
2020-11-19 14:42:56.0,Text Message - Sent,10942052748065,,2020-11-19 14:42:56.0,,"thank you!!!<br />From Erica Shackleton +15125013447 to Yash Abichandani +15183166505<br />Nov 19, 2",362233938,1359813,2020-11-18,2020-11-19
2020-11-19 14:42:54.0,Text Message - Sent,12167015256560,,2020-11-19 14:42:54.0,,We did. He said to stay tuned so I think they maybe waiting to hear back from you. Did you text Nada,362233918,1457446,2020-11-18,2020-11-19
2020-11-19 14:42:47.0,Text Message - Sent,11970632171774,,2020-11-19 14:42:47.0,,Hi Muras. Yes please do. We pay referral fees if they're placed.<br />From Nicolle Gregory +14702039,362233878,1422044,2020-11-18,2020-11-19
2020-11-19 14:35:00.0,Text Message - Sent,9518901111489,,2020-11-19 14:36:24.0,14108662,text/email/vm Fiserv Scrum Master,362231914,1108886,2020-11-18,2020-11-19
2020-11-19 14:35:33.0,Text Message - Sent,12156078096312,,2020-11-19 14:35:33.0,,they probably mass snet because you are a new start<br />From Caressa Nguyen +17144651179 to Shawn N,362231584,1411444,2020-11-18,2020-11-19
2020-11-19 14:35:31.0,Text Message - Sent,10168004588423,,2020-11-19 14:35:31.0,,Hi Aigul. My name is Nicolle and I am recruiter with Genuent. I came across your resume on Dice. Are,362231577,1422044,2020-11-18,2020-11-19
2020-11-19 14:35:28.0,Text Message - Sent,8815000775051,,2020-11-19 14:35:28.0,,Hi Zhanyl. My name is Nicolle and I am recruiter with Genuent. I came across your resume on Dice. Ar,362231563,1422044,2020-11-18,2020-11-19
2020-11-19 14:35:25.0,Text Message - Sent,11970632171774,,2020-11-19 14:35:25.0,,Hi Muras. My name is Nicolle and I am recruiter with Genuent. I came across your resume on Dice. Are,362231547,1422044,2020-11-18,2020-11-19
2020-11-19 14:35:23.0,Text Message - Sent,12156078096312,,2020-11-19 14:35:23.0,,I think it was a mistake haha<br />From Caressa Nguyen +17144651179 to Shawn Nguyen +18582077422<br ,362231538,1411444,2020-11-18,2020-11-19
2020-11-19 14:35:21.0,Text Message - Sent,12156078096312,,2020-11-19 14:35:21.0,,continue to use fieldglass!<br />From Caressa Nguyen +17144651179 to Shawn Nguyen +18582077422<br />,362231531,1411444,2020-11-18,2020-11-19
2020-11-19 14:35:16.0,Text Message - Sent,10942052748065,,2020-11-19 14:35:16.0,,Hi Yash! Are you able to complete the test today?<br />From Erica Shackleton +15125013447 to Yash Ab,362231506,1359813,2020-11-18,2020-11-19
2020-11-19 14:35:14.0,Text Message - Sent,10528370063063,,2020-11-19 14:35:14.0,,"Got it, thank you!<br />From Nick Castiglia +17135474387 to Agnes Effundem +12407555014<br />Nov 19,",362231471,1251538,2020-11-18,2020-11-19
2020-11-19 14:35:12.0,Text Message - Sent,8960640769062,,2020-11-19 14:35:12.0,,"let me confirm<br />From Margot Parsons +17144655478 to Nicholas Shelton +14803351871<br />Nov 19, 2",362231464,1169137,2020-11-18,2020-11-19
2020-11-19 14:23:56.0,Text Message - Sent,11527193439556,,2020-11-19 14:23:56.0,,Hi Azamat. Thank you for getting back to me. I will have my colleague Mike give you a call in a few ,362226009,1422044,2020-11-18,2020-11-19
2020-11-19 14:20:31.0,Text Message - Sent,4479639976224,,2020-11-19 14:20:31.0,,"Hi Arthur, I am Jan Wright from Genuent. Just checking with you if you are interested to apply on on",362222651,1451310,2020-11-18,2020-11-19
2020-11-19 14:20:29.0,Text Message - Sent,12232200296245,,2020-11-19 14:20:29.0,,"Hi this is Michael with Genuent Staffing, I came across your profile and you seem to be a great fit ",362222637,1450333,2020-11-18,2020-11-19
2020-11-19 14:20:28.0,Text Message - Sent,5360834754548,,2020-11-19 14:20:28.0,,"Hi Charles, I am Jan Wright from Genuent. Just checking with you if you are interested to apply on o",362222631,1451310,2020-11-18,2020-11-19
2020-11-19 14:20:24.0,Text Message - Sent,11527193439556,,2020-11-19 14:20:24.0,,Hi Azamat. My name is Nicolle and I am recruiter with Genuent. I came across your resume on Dice. Ar,362222615,1422044,2020-11-18,2020-11-19
2020-11-19 14:20:23.0,Text Message - Sent,10739161671040,,2020-11-19 14:20:23.0,,Hi Aperi. My name is Nicolle and I am recruiter with Genuent. I came across your resume on Dice. Are,362222606,1422044,2020-11-18,2020-11-19
2020-11-19 14:20:21.0,Text Message - Sent,8960640769062,,2020-11-19 14:20:21.0,,"now that I think about it, you might get paid on Wednesday next week due to the holiday<br />From Ma",362222520,1169137,2020-11-18,2020-11-19
2020-11-19 14:20:19.0,Text Message - Sent,9518901111489,,2020-11-19 14:20:19.0,,Rate is $55.95 and it's a contract to hire position<br />From Joni Benton +14049903204 to Joseph Ber,362222380,1108886,2020-11-18,2020-11-19
2020-11-19 14:20:17.0,Text Message - Sent,9518901111489,,2020-11-19 14:20:17.0,,Hi Tony - it's Joni with Genuent.  We have another Scrum Master opportunity in Chicago available.<br,362222345,1108886,2020-11-18,2020-11-19
2020-11-19 14:20:15.0,Text Message - Sent,8960640769062,,2020-11-19 14:20:15.0,,call me when you can<br />From Margot Parsons +17144655478 to Nicholas Shelton +14803351871<br />Nov,362222258,1169137,2020-11-18,2020-11-19
2020-11-19 14:20:10.0,Text Message - Sent,12219353993703,,2020-11-19 14:20:10.0,,No worries at all. Let me check with her to see if she has availability after 12pm tomorrow. I'll ge,362222005,1419821,2020-11-18,2020-11-19
2020-11-19 14:00:52.0,Text Message - Sent,12019789618424,,2020-11-19 14:00:52.0,,"Hi, Michael. This is June from Genuent. I am reaching out to see if you are interested in a Tableau ",362206448,1447792,2020-11-18,2020-11-19
